Date,Open,High,Low,Close,Wilder's RSI 14,Commodity Channel Index (CCI) 14,,,,
12/4/2018 0:00,155,159.1,149.35,150.2,55.19917,90.65643,,-3.96%,,-4.50%
12/6/2018 0:00,143.09,157.27,142.3,156.9,59.76231,71.83906,,4.46%,,-5.26%
12/7/2018 0:00,156.98,159.9,145.2,146.88,51.34034,52.71371,,-6.39%,,-7.46%
12/10/2018 0:00,146.1,151.59,143.91,151.5,54.52264,36.35999,,3.15%,,-2.02%
12/11/2018 0:00,155.69,158.83,153.11,154.67,56.61903,90.59325,,2.09%,,1.06%
12/12/2018 0:00,157.99,163.77,157.44,160.09,60.01309,139.1441,,3.50%,,1.79%
12/13/2018 0:00,161,164.13,159.49,161.06,60.60711,140.3132,,0.61%,,-0.37%
12/14/2018 0:00,147.97,149.02,140,140.17,45.07673,-118.8565,,-12.97%,,-13.08%
12/17/2018 0:00,139.92,139.92,128.79,129.66,39.58135,-225.7734,,-7.50%,,-8.12%
12/18/2018 0:00,133.63,136.2,131.61,134.39,42.95211,-172.3985,,3.65%,,1.50%
12/19/2018 0:00,135,140.53,131.69,133.19,42.30724,-127.1232,,-0.89%,,-2.01%
12/20/2018 0:00,131.21,134.96,121.5,127.71,39.39818,-141.4685,,-4.11%,,-8.78%
12/21/2018 0:00,128.62,128.63,121.85,122.41,36.76516,-131.1634,,-4.15%,,-4.59%
12/24/2018 0:00,118.95,122.87,117.64,119.1,35.1837,-129.491,,-2.70%,,-3.90%
12/26/2018 0:00,121.38,130.55,121.38,130.21,43.90559,-74.42298,,9.33%,,1.91%
12/27/2018 0:00,126.44,132.6,125.04,132.4,45.46344,-52.41456,,1.68%,,-3.97%
12/28/2018 0:00,134.12,136.13,129.42,133.46,46.24167,-30.52248,,0.80%,,-2.25%
12/31/2018 0:00,136.02,140.53,135.07,138.45,49.86831,4.186141,,3.74%,,1.21%
1/2/2019 0:00,134,139.14,131.17,137.6,49.25871,-0.04320254,,-0.61%,,-5.26%
1/3/2019 0:00,134.75,136.26,129.48,129.79,43.94337,-22.05983,,-5.68%,,-5.90%
1/4/2019 0:00,134.51,139.5,133.16,138.06,50.08543,69.97252,,6.37%,,2.60%
1/7/2019 0:00,139.65,145.85,138.74,144.39,54.22014,160.1592,,4.58%,,0.49%
1/8/2019 0:00,147.6,149.82,144.01,145.44,54.88769,165.1789,,0.73%,,-0.26%
1/9/2019 0:00,146.5,150.33,144.4,148.62,56.93577,143.6524,,2.19%,,-0.72%
1/10/2019 0:00,146.31,149.97,144.58,148.27,56.63103,116.1174,,-0.24%,,-2.72%
1/11/2019 0:00,147.31,150,146.71,149.43,57.44401,107.5844,,0.78%,,-1.05%
1/14/2019 0:00,147.27,149.93,144.69,149.1,57.116,86.70592,,-0.22%,,-3.17%
1/15/2019 0:00,149.59,155.54,149.59,154.3,60.90443,115.8709,,3.49%,,0.33%
1/16/2019 0:00,155.7,158.59,153.3,158.25,63.53934,130.9869,,2.56%,,-0.65%
1/17/2019 0:00,156.6,159.98,155.82,157.69,62.89219,125.5354,,-0.35%,,-1.54%
1/18/2019 0:00,160,160.23,157.69,158.43,63.42234,123.035,,0.47%,,0.00%
1/22/2019 0:00,157.23,158.57,154.1,156.28,60.70849,88.63209,,-1.36%,,-2.73%
1/23/2019 0:00,158.1,160.2,154.48,156.6,60.97615,82.49998,,0.20%,,-1.15%
1/24/2019 0:00,156.63,159.4,156.25,158.41,62.53089,80.47495,,1.16%,,-0.22%
1/25/2019 0:00,160,163.64,159.79,162.82,66.07713,117.2494,,2.78%,,0.87%
1/28/2019 0:00,159.68,161.18,158.38,159.44,61.28926,77.28988,,-2.08%,,-2.73%
1/29/2019 0:00,159.97,160.5,154.52,157.11,58.16071,38.6821,,-1.46%,,-3.09%
1/30/2019 0:00,159.5,162.98,158,162.43,62.82657,93.64825,,3.39%,,0.57%
1/31/2019 0:00,162.47,169.6,161.92,168.47,67.28702,186.2899,,3.72%,,-0.31%
2/1/2019 0:00,168.35,171,167.51,170.59,68.70635,199.9938,,1.26%,,-0.57%
2/4/2019 0:00,170.62,174.65,170.26,173.55,70.62288,192.6751,,1.74%,,-0.19%
2/5/2019 0:00,174.02,176.88,173.36,173.57,70.63597,164.5406,,0.01%,,-0.11%
2/6/2019 0:00,172.37,174.5,170.7,173.6,70.65708,111.5841,,0.02%,,-1.65%
2/7/2019 0:00,171.28,174.18,171.09,171.8,67.52003,86.81966,,-1.04%,,-1.45%
2/8/2019 0:00,170.22,176.99,169.6,175.95,70.745,89.97055,,2.42%,,-1.28%
2/11/2019 0:00,177.89,180,172.94,173.17,66.0163,89.83699,,-1.58%,,-1.71%
2/12/2019 0:00,163.85,175.89,160.63,175.55,67.98901,34.05592,,1.37%,,-7.24%
2/13/2019 0:00,178.21,180,171.04,172.02,62.21997,68.75834,,-2.01%,,-2.57%
2/14/2019 0:00,170.77,177.24,169.56,176.52,66.16177,64.32934,,2.62%,,-1.43%
2/15/2019 0:00,177.1,178.72,173.71,178.19,67.5163,94.26772,,0.95%,,-1.59%
2/19/2019 0:00,177.04,185.07,177.04,181.3,69.9303,173.785,,1.75%,,-0.65%
2/20/2019 0:00,181.65,184.19,177.46,179.21,66.36122,153.6071,,-1.15%,,-2.12%
2/21/2019 0:00,179.64,180.36,177.18,178.47,65.09442,98.61572,,-0.41%,,-1.13%
2/22/2019 0:00,180,183.66,179.36,183.63,69.47075,148.1006,,2.89%,,0.50%
2/25/2019 0:00,185.82,188.76,184.48,187.5,72.27802,186.2435,,2.11%,,0.46%
2/26/2019 0:00,186.08,187.93,183.85,185.03,67.98137,127.5158,,-1.32%,,-1.95%
2/27/2019 0:00,184.98,189.26,184.8,189.2,71.10442,132.3692,,2.25%,,-0.12%
2/28/2019 0:00,188.28,191.13,187.49,189.15,71.01497,128.1529,,-0.03%,,-0.90%
3/1/2019 0:00,190.85,192.78,189.29,191.52,72.76384,128.9793,,1.25%,,0.07%
3/4/2019 0:00,192.38,194.8,182.37,186.47,63.91452,74.44761,,-2.64%,,-4.78%
3/5/2019 0:00,186.57,189.16,184.35,187.5,64.85339,53.68763,,0.55%,,-1.14%
3/6/2019 0:00,187.5,188.77,184.11,187.37,64.62484,42.28131,,-0.07%,,-1.81%
3/7/2019 0:00,186.51,190.38,184.8,186.94,63.82368,44.98013,,-0.23%,,-1.37%
3/8/2019 0:00,182.18,190,181,189.76,66.73616,29.4446,,1.51%,,-3.18%
3/11/2019 0:00,190.99,200.74,190.99,200.39,74.92964,241.0267,,5.60%,,0.65%
3/12/2019 0:00,201,203.79,197.05,202.47,76.16671,231.9758,,1.04%,,-1.67%
3/13/2019 0:00,203.5,206.95,202.36,205.51,77.88434,203.0533,,1.50%,,-0.05%
3/14/2019 0:00,203.57,209.59,203.39,208.23,79.32038,165.2442,,1.32%,,-1.03%
3/15/2019 0:00,208.87,209.41,203.62,205.98,74.98299,120.9644,,-1.08%,,-2.21%
3/18/2019 0:00,204.5,205.92,201.45,205.77,74.57314,85.19963,,-0.10%,,-2.20%
3/19/2019 0:00,207.7,208,197.65,202.09,67.59974,59.5616,,-1.79%,,-3.95%
3/20/2019 0:00,200.53,203.1,198.73,201.34,66.24023,40.05262,,-0.37%,,-1.66%
3/21/2019 0:00,200.73,205.2,198.82,205,69.46729,51.0152,,1.82%,,-1.25%
3/22/2019 0:00,204.4,204.69,198.61,198.75,59.08146,23.79484,,-3.05%,,-3.12%
3/25/2019 0:00,198.05,202.75,196.47,201.45,61.74247,11.49084,,1.36%,,-1.15%
3/26/2019 0:00,203.63,207.41,202.73,204.37,64.4361,65.68439,,1.45%,,0.64%
3/27/2019 0:00,205.66,205.72,196.61,200.08,57.97748,-14.91815,,-2.10%,,-3.80%
3/28/2019 0:00,200.83,203.75,197,203.45,61.26223,-35.38784,,1.68%,,-1.54%
3/29/2019 0:00,205.88,207.5,203.19,206.62,64.10456,84.7298,,1.56%,,-0.13%
4/1/2019 0:00,208.43,210.1,203.12,206.04,63.19097,89.71831,,-0.28%,,-1.69%
4/2/2019 0:00,205.85,206.05,198.45,201.46,56.36044,-42.03155,,-2.22%,,-3.68%
4/3/2019 0:00,201.74,205.8,198.89,205.12,60.07451,7.95038,,1.82%,,-1.28%
4/4/2019 0:00,204.54,205.01,190.38,194.75,47.68996,-192.5859,,-5.06%,,-7.19%
4/5/2019 0:00,195.6,198.02,194.89,196.65,49.7346,-161.8856,,0.98%,,0.07%
4/8/2019 0:00,196.65,200.89,195.32,200.24,53.43793,-78.95996,,1.83%,,-0.68%
4/9/2019 0:00,198.26,204.22,197.34,203.96,56.97525,7.235694,,1.86%,,-1.45%
4/10/2019 0:00,204.36,207.44,202.51,206.5,59.25154,100.6388,,1.25%,,-0.71%
4/11/2019 0:00,207.4,211.54,206.31,210.99,62.98012,160.5102,,2.17%,,-0.09%
4/12/2019 0:00,212.82,214.93,212.11,214.83,65.85749,191.5168,,1.82%,,0.53%
4/15/2019 0:00,214.75,219.9,213.62,218.03,68.08375,183.6844,,1.49%,,-0.56%
4/16/2019 0:00,219.78,221.82,213.61,215.4,64.36884,143.7073,,-1.21%,,-2.03%
4/17/2019 0:00,216.8,218.33,211.31,217.05,65.6357,103.684,,0.77%,,-1.90%
4/18/2019 0:00,217.13,220.78,213.13,220.72,68.33264,106.8875,,1.69%,,-1.81%
4/22/2019 0:00,220,225.99,219.17,224.29,70.73839,124.1628,,1.62%,,-0.70%
4/23/2019 0:00,226.3,227.39,222.1,223.44,69.3868,113.1993,,-0.38%,,-0.98%
4/24/2019 0:00,224.6,224.6,218.62,219.81,63.78192,75.80008,,-1.62%,,-2.16%
4/25/2019 0:00,220.69,222.19,216.62,218.97,62.52332,55.54633,,-0.38%,,-1.45%
4/26/2019 0:00,219,225.18,219,222.28,65.41907,77.07618,,1.51%,,0.01%
4/29/2019 0:00,225,228.74,223.53,225.79,68.22305,115.6058,,1.58%,,0.56%
4/30/2019 0:00,226.4,247.5,226.4,243.53,77.95314,234.6083,,7.86%,,0.27%
5/1/2019 0:00,242.85,252.3,237.39,245.16,78.60149,228.6477,,0.67%,,-2.52%
5/2/2019 0:00,245.88,260.82,245.5,255.54,82.19277,213.4034,,4.23%,,0.14%
5/3/2019 0:00,259,266.4,254.79,264.03,84.48618,181.8166,,3.32%,,-0.29%
5/6/2019 0:00,257.2,266.72,255.12,265.52,84.85484,139.1395,,0.56%,,-3.37%
5/7/2019 0:00,264.45,266.5,254.7,258.69,75.9459,104.0138,,-2.57%,,-4.08%
5/8/2019 0:00,258.7,264.62,257.51,261.51,77.01875,92.87751,,1.09%,,-0.46%
5/9/2019 0:00,258.56,261.36,254.12,260.62,75.86863,71.30357,,-0.34%,,-2.83%
5/10/2019 0:00,260.43,262.99,252.64,258.83,73.49165,60.49128,,-0.69%,,-3.06%
5/13/2019 0:00,247.91,253.06,245.62,250.79,63.81988,19.4452,,-3.11%,,-5.10%
5/14/2019 0:00,245,254.02,242.23,253.15,65.26491,11.47158,,0.94%,,-3.41%
5/15/2019 0:00,250.61,265.42,250.04,264.16,71.07008,60.72894,,4.35%,,-1.23%
5/16/2019 0:00,265.36,279.48,265.1,278.01,76.41087,149.835,,5.24%,,0.36%
5/17/2019 0:00,276.68,279.44,271.58,273.5,71.76484,155.6062,,-1.62%,,-2.31%
5/20/2019 0:00,270.03,273,264.74,267.19,65.74194,90.18649,,-2.31%,,-3.20%
5/21/2019 0:00,272.04,273.6,269.51,272.81,68.29419,110.9627,,2.10%,,0.87%
5/22/2019 0:00,271.71,280.95,271.39,279,70.86852,129.6035,,2.27%,,-0.52%
5/23/2019 0:00,275.01,277.98,268,271.62,64.17798,72.3225,,-2.65%,,-3.94%
5/24/2019 0:00,274.5,278.88,272.52,275.85,66.15053,84.33968,,1.56%,,0.33%
5/28/2019 0:00,278.25,285.96,278.25,282.43,69.0093,114.6672,,2.39%,,0.87%
5/29/2019 0:00,280,280.3,270.52,272.68,60.8135,51.07582,,-3.45%,,-4.22%
5/30/2019 0:00,275.1,277.82,270.8,277.05,62.93808,50.66864,,1.60%,,-0.69%
5/31/2019 0:00,272.97,278.97,272.16,274.9,61.1806,46.44197,,-0.78%,,-1.77%
6/3/2019 0:00,274.28,277.51,262.17,265,53.73925,-37.76535,,-3.60%,,-4.63%
6/4/2019 0:00,269,274.1,264.11,274,58.66172,-39.3602,,3.40%,,-0.34%
6/5/2019 0:00,277.22,292.86,277.12,292.52,66.5495,247.22,,6.76%,,1.14%
6/6/2019 0:00,291.84,299.11,289.01,297.06,68.15372,239.7095,,1.55%,,-1.20%
6/7/2019 0:00,298.18,309.37,298.18,305.05,70.80716,217.9994,,2.69%,,0.38%
6/10/2019 0:00,309.2,315.6,304.44,306.73,71.34775,181.0343,,0.55%,,-0.20%
6/11/2019 0:00,309.6,311.51,298.57,306.71,71.3308,123.5872,,-0.01%,,-2.66%
6/12/2019 0:00,304.53,312.7,302,310.14,72.53477,111.1433,,1.12%,,-1.54%
6/13/2019 0:00,312.78,314.1,305.64,306.99,69.64225,95.38572,,-1.02%,,-1.45%
6/14/2019 0:00,305.41,306.42,301.94,305.11,67.90187,64.00282,,-0.61%,,-1.65%
6/17/2019 0:00,304.45,307.88,303.05,305.85,68.23834,60.43649,,0.24%,,-0.68%
6/18/2019 0:00,309.42,311.38,303.74,304.21,66.57282,57.51867,,-0.54%,,-0.69%
6/19/2019 0:00,305.51,327.69,302.4,327.02,75.52162,108.2383,,7.50%,,-0.59%
6/20/2019 0:00,331.13,338.94,326,328.01,75.82414,160.0828,,0.30%,,-0.31%
6/21/2019 0:00,327.01,331.37,324.1,326.85,74.65987,146.627,,-0.35%,,-1.19%
6/24/2019 0:00,322.99,324.48,311.05,311.83,61.49334,54.62912,,-4.60%,,-4.83%
6/25/2019 0:00,306.99,309.63,281.75,284.04,45.50384,-148.8371,,-8.91%,,-9.65%
6/26/2019 0:00,289.02,295.52,281.69,289.03,48.11278,-165.4355,,1.76%,,-0.83%
6/27/2019 0:00,290.5,302.44,289.5,300.96,53.80658,-85.18481,,4.13%,,0.16%
6/28/2019 0:00,303.3,304.29,292.34,300.15,53.3783,-65.52758,,-0.27%,,-2.86%
7/1/2019 0:00,308.13,308.77,300.33,304.68,55.5111,-23.15528,,1.51%,,0.06%
7/2/2019 0:00,304.98,314.66,304.98,311.96,58.77502,18.69655,,2.39%,,0.10%
7/3/2019 0:00,310.89,318.34,310.28,313.33,59.37899,39.07407,,0.44%,,-0.54%
7/5/2019 0:00,311.01,313.93,303.41,313.72,59.56063,11.45399,,0.12%,,-3.17%
7/8/2019 0:00,314.44,329.8,312.96,321,62.89574,75.35584,,2.32%,,-0.24%
7/9/2019 0:00,322.41,324.43,319.5,321.98,63.33412,69.67547,,0.31%,,-0.47%
7/10/2019 0:00,324.5,326.99,318.51,319.01,60.98262,64.54089,,-0.92%,,-1.08%
7/11/2019 0:00,319,319.79,314.24,315,57.85904,42.72426,,-1.26%,,-1.50%
7/12/2019 0:00,315,315.78,302.57,310.02,54.14958,5.094264,,-1.58%,,-3.95%
7/15/2019 0:00,309.94,324.29,306.02,324.02,61.60248,67.88424,,4.52%,,-1.29%
7/16/2019 0:00,323.59,324.8,315.87,317.39,56.88662,70.17786,,-2.05%,,-2.52%
7/17/2019 0:00,319.32,336.95,319.03,325.32,60.75633,124.506,,2.50%,,0.52%
7/18/2019 0:00,325.81,333.26,322.61,331.15,63.36008,128.8338,,1.79%,,-0.83%
7/19/2019 0:00,333.15,339,329.68,330,62.47948,151.645,,-0.35%,,-0.44%
7/22/2019 0:00,331.92,340.84,331.51,335.24,64.875,156.2586,,1.59%,,0.46%
7/23/2019 0:00,337,338.96,328.6,330.22,60.86576,104.3172,,-1.50%,,-1.98%
7/24/2019 0:00,330.22,331.83,324.11,329.57,60.34574,53.04004,,-0.20%,,-1.85%
7/25/2019 0:00,330.91,338.74,327.75,333.34,62.35472,86.68562,,1.14%,,-0.55%
7/26/2019 0:00,332.94,338.97,332.32,336.54,64.02094,97.36644,,0.96%,,-0.31%
7/29/2019 0:00,337,337.03,313.53,319.71,51.18846,-24.85138,,-5.00%,,-6.84%
7/30/2019 0:00,314,322.34,310.36,314.3,47.86705,-90.54828,,-1.69%,,-2.92%
7/31/2019 0:00,316.51,320.98,310.36,317.88,50.17116,-83.86134,,1.14%,,-1.25%
8/1/2019 0:00,333.65,350.79,328.01,341.39,62.03712,124.2877,,7.40%,,3.19%
8/2/2019 0:00,341.23,341.23,322.67,332.19,56.37915,36.84417,,-2.69%,,-5.48%
8/5/2019 0:00,313.87,327.5,313.39,321.39,50.55066,-91.59854,,-3.25%,,-5.66%
8/6/2019 0:00,327.5,333.38,324.4,332.67,55.7017,12.77914,,3.51%,,0.94%
8/7/2019 0:00,330.5,342.83,328.53,341.31,59.20687,84.79801,,2.60%,,-1.24%
8/8/2019 0:00,344.01,358.58,342.34,357.81,64.91621,197.4828,,4.83%,,0.30%
8/9/2019 0:00,354.5,371.63,354.25,369.95,68.41848,227.1684,,3.39%,,-0.99%
8/12/2019 0:00,367.02,372.36,361.25,366.73,66.52165,171.4894,,-0.87%,,-2.35%
8/13/2019 0:00,364,370.7,355.33,369.23,67.28011,126.653,,0.68%,,-3.11%
8/14/2019 0:00,360.37,366.94,347.55,352.8,57.98287,69.54966,,-4.45%,,-5.87%
8/15/2019 0:00,355,359.5,347.68,351.07,57.08833,48.64273,,-0.49%,,-1.45%
8/16/2019 0:00,356.05,361.07,351.46,358.74,60.0324,57.08522,,2.18%,,0.11%
8/19/2019 0:00,363.74,365.91,359.11,361.83,61.18769,69.76661,,0.86%,,0.10%
8/20/2019 0:00,361.43,376.3,359.32,374.97,65.72486,98.7101,,3.63%,,-0.69%
8/21/2019 0:00,381.99,391.45,377.5,389.83,69.9965,154.9934,,3.96%,,0.67%
8/22/2019 0:00,391.84,392.83,380.02,388.54,69.19036,139.3732,,-0.33%,,-2.52%
8/23/2019 0:00,387,401.16,381.25,382.75,65.54171,132.8043,,-1.49%,,-1.88%
8/26/2019 0:00,388.61,397.96,384.12,395.96,69.49425,134.0189,,3.45%,,0.36%
8/27/2019 0:00,402.69,409.61,398.5,406.99,72.34652,154.8633,,2.79%,,0.64%
8/28/2019 0:00,406.98,407.88,390.82,394.8,65.10191,99.50597,,-3.00%,,-3.97%
8/29/2019 0:00,402.53,403,391.71,391.71,63.36963,75.95054,,-0.78%,,-0.78%
8/30/2019 0:00,393.62,394.44,371.73,385.39,59.86121,22.84026,,-1.61%,,-5.10%
9/3/2019 0:00,384,392.8,380.2,383.91,59.0369,25.65544,,-0.38%,,-1.35%
9/4/2019 0:00,389.97,391.49,382.5,386.49,60.06916,24.67082,,0.67%,,-0.37%
9/5/2019 0:00,387.7,393,380.38,392.72,62.52496,27.55471,,1.61%,,-1.58%
9/6/2019 0:00,393.49,395.75,380.14,380.42,55.29448,-13.80331,,-3.13%,,-3.20%
9/9/2019 0:00,384.02,384.02,350.33,358.67,45.31523,-228.0276,,-5.72%,,-7.91%
9/10/2019 0:00,352.51,355.31,335.09,337.24,38.03216,-308.2336,,-5.97%,,-6.57%
9/11/2019 0:00,338.4,350.7,336.1,347.51,42.77854,-184.1153,,3.05%,,-0.34%
9/12/2019 0:00,354.97,360.82,351.11,356.63,46.68391,-98.98002,,2.62%,,1.04%
9/13/2019 0:00,356.53,357.5,337.64,338.31,40.678,-114.6152,,-5.14%,,-5.32%
9/16/2019 0:00,328.51,343.45,324.51,337.93,40.56144,-117.6398,,-0.11%,,-4.08%
9/17/2019 0:00,324.36,334.73,323.43,328.82,37.76733,-116.0088,,-2.70%,,-4.29%
9/18/2019 0:00,331.07,331.89,317.55,325.85,36.87548,-110.0027,,-0.90%,,-3.43%
9/19/2019 0:00,328.34,331.85,321.22,325,36.60903,-94.70193,,-0.26%,,-1.42%
9/20/2019 0:00,324.99,330.9,312,318.82,34.64877,-97.89437,,-1.90%,,-4.00%
9/23/2019 0:00,317.78,325.47,310.71,313.26,32.93986,-100.8977,,-1.74%,,-2.54%
9/24/2019 0:00,313.56,315.84,287.57,295.47,28.15496,-141.8457,,-5.68%,,-8.20%
9/25/2019 0:00,292,315.83,286.07,314.6,38.50035,-111.1439,,6.47%,,-3.18%
9/26/2019 0:00,314.82,316.19,302.36,313.14,38.05003,-84.59,,-0.46%,,-3.89%
9/27/2019 0:00,314,316.4,301.71,305.69,35.75202,-87.60933,,-2.38%,,-3.65%
9/30/2019 0:00,305,316.49,302.03,311.66,38.9347,-66.8887,,1.95%,,-1.20%
10/1/2019 0:00,311.66,320,308.8,313.22,39.77426,-40.05488,,0.50%,,-0.92%
10/2/2019 0:00,309.64,311.17,300.7,310.36,38.72313,-68.23708,,-0.91%,,-4.00%
10/3/2019 0:00,311.44,326.6,304.18,325.57,46.77853,21.01921,,4.90%,,-1.99%
10/4/2019 0:00,327.47,330.45,320.1,327.2,47.57392,91.08138,,0.50%,,-1.68%
10/7/2019 0:00,326.82,331.57,322.16,326.32,47.1641,101.4202,,-0.27%,,-1.54%
10/8/2019 0:00,322.5,325.69,310.8,311.05,40.62458,11.51628,,-4.68%,,-4.76%
10/9/2019 0:00,313.5,316.71,311.67,313.85,42.20698,2.880109,,0.90%,,0.20%
10/10/2019 0:00,314.47,329.29,311.01,324.47,47.88056,85.02859,,3.38%,,-0.90%
10/11/2019 0:00,330.44,337.33,324.46,329.26,50.25274,144.7204,,1.48%,,0.00%
10/14/2019 0:00,328.99,346.03,328.67,344.3,56.88778,180.9656,,4.57%,,-0.18%
10/15/2019 0:00,347,349.44,343.7,346.08,57.60841,180.2977,,0.52%,,-0.17%
10/16/2019 0:00,342.01,343.65,322.24,323.64,46.95317,54.65401,,-6.48%,,-6.89%
10/17/2019 0:00,326,333.92,324,331.34,50.34689,45.27948,,2.38%,,0.11%
10/18/2019 0:00,332,335,312.13,314.34,43.69969,-30.90238,,-5.13%,,-5.80%
10/21/2019 0:00,317,326.56,311.61,319.73,46.12827,-45.54512,,1.71%,,-0.87%
10/22/2019 0:00,324,326.8,295.3,299.69,39.33453,-146.3604,,-6.27%,,-7.64%
10/23/2019 0:00,298.21,309.77,291.06,297.14,38.55639,-171.3369,,-0.85%,,-2.88%
10/24/2019 0:00,301.96,324.24,301.03,323.34,49.59073,-44.79572,,8.82%,,1.31%
10/25/2019 0:00,316.72,321.36,309.12,317.45,47.52447,-41.1864,,-1.82%,,-4.40%
10/28/2019 0:00,322.48,329.18,312.82,324.93,50.35354,-0.1103604,,2.36%,,-1.46%
10/29/2019 0:00,306.41,321.88,298.64,312.52,45.92936,-78.80435,,-3.82%,,-8.09%
10/30/2019 0:00,314.19,319.94,308.46,319.12,48.51995,-40.09445,,2.11%,,-1.30%
10/31/2019 0:00,316.56,319.85,308.74,313.57,46.5023,-46.28205,,-1.74%,,-3.25%
11/1/2019 0:00,316.25,322.08,312.87,316.76,47.84478,-14.48857,,1.02%,,-0.22%
11/4/2019 0:00,318.38,321,303.77,307.91,44.50787,-63.24992,,-2.79%,,-4.10%
11/5/2019 0:00,308.09,309.05,294.46,295.5,40.26684,-157.3335,,-4.03%,,-4.37%
11/6/2019 0:00,296.92,300.7,291.51,295.02,40.10765,-159.7029,,-0.16%,,-1.35%
11/7/2019 0:00,295.01,297.49,282.44,285.75,37.06045,-171.4299,,-3.14%,,-4.26%
11/8/2019 0:00,282.08,298.81,282.08,297.64,43.03829,-110.6006,,4.16%,,-1.28%
11/11/2019 0:00,296.04,305.2,293.46,303.32,45.69189,-45.86639,,1.91%,,-1.40%
11/12/2019 0:00,301.82,310.75,301.82,305.56,46.74553,-11.99532,,0.74%,,-0.49%
11/13/2019 0:00,305,314.84,302.64,314.31,50.76397,26.08284,,2.86%,,-0.96%
11/14/2019 0:00,314.32,319.89,309.36,312.45,49.90197,53.74739,,-0.59%,,-1.57%
11/15/2019 0:00,314.93,315.31,309.7,312.38,49.86765,51.64332,,-0.02%,,-0.88%
11/18/2019 0:00,312.73,325.83,310.35,322.98,54.92321,101.2117,,3.39%,,-0.65%
11/19/2019 0:00,324.51,325.78,314.51,316.28,51.39521,90.61681,,-2.07%,,-2.62%
11/20/2019 0:00,314.38,325.12,312,317.05,51.77857,79.86337,,0.24%,,-1.35%
11/21/2019 0:00,317.5,321.98,314.2,316.07,51.22481,74.82266,,-0.31%,,-0.90%
11/22/2019 0:00,318.76,320,309.73,314.52,50.30834,51.18372,,-0.49%,,-2.01%
11/25/2019 0:00,315.09,318.74,312.32,317.07,51.83506,54.04958,,0.81%,,-0.70%
11/26/2019 0:00,317.94,337.17,317.08,336.19,61.40903,149.3886,,6.03%,,0.00%
11/27/2019 0:00,338.43,342.65,330.08,341,63.38103,200.4075,,1.43%,,-1.82%
11/29/2019 0:00,339.9,344,335.51,336.75,60.44209,176.6412,,-1.25%,,-1.61%
